OrderID,Product,Category,Quantify,Price Each,Total Price,Order Date
39,Botellas,Otros,79,8.16,644.64,2021-09-09
40,Tuppers,Otros,54,6.62,357.48,2023-09-28
41,Botellas,Otros,17,12.03,204.51,2023-12-09
42,Botellas,Otros,1,39.16,39.16,2022-04-26
43,Tuppers,Otros,32,2.5,80.0,2021-10-27
44,Botellas,Otros,9,16.6,149.4,2023-04-12
45,Zapallitos,Vegetales,9,26.56,239.04,2021-07-16
46,Peras,Frutas,61,37.52,2288.7200000000003,2021-05-20
47,Naranjas,Frutas,76,20.44,1553.44,2023-06-30
48,Tomates,Vegetales,41,39.58,1622.78,2022-01-31
49,Papas,Vegetales,96,39.73,3814.08,2022-12-10
50,Botellas,Otros,72,34.51,2484.72,2023-08-01
51,Cuchillo,Utensilios,20,19.47,389.4,2023-08-17
52,Botellas,Otros,65,25.64,1666.6000000000001,2022-11-14
53,Tabla,Utensilios,76,32.82,2494.32,2022-09-24
54,Frutillas,Frutas,82,2.6,213.20000000000002,2022-08-01
55,Cuchillo,Utensilios,22,33.35,733.7,2022-06-02
56,Manzanas,Frutas,51,2.59,132.09,2022-04-16
57,Ollas,Utensilios,3,11.77,35.31,2021-04-13
58,Naranjas,Frutas,8,26.59,212.72,2023-12-19
59,Zapallitos,Vegetales,46,2.82,129.72,2022-12-20
60,Delantal,Otros,46,13.38,615.48,2021-02-23
61,Ollas,Utensilios,97,21.26,2062.2200000000003,2022-11-17
62,Bananas,Frutas,55,14.02,771.1,2021-04-11
63,Zapallitos,Vegetales,25,14.56,364.0,2022-02-16
64,Mandarinas,Frutas,75,16.02,1201.5,2022-04-22
65,Tuppers,Otros,42,10.07,422.94,2022-10-27
66,Morrón,Vegetales,97,29.86,2896.42,2021-12-16
67,Naranjas,Frutas,55,39.37,2165.35,2022-07-26
68,Peras,Frutas,43,30.61,1316.23,2021-12-30
69,Cuchillo,Utensilios,51,33.91,1729.4099999999999,2022-01-26
70,Tenedores,Utensilios,44,3.49,153.56,2022-12-11
71,Naranjas,Frutas,18,30.36,546.48,2023-10-27
72,Peras,Frutas,97,30.06,2915.8199999999997,2023-06-17
73,Cebollas,Vegetales,12,27.68,332.15999999999997,2023-03-23
74,Peras,Frutas,28,15.55,435.40000000000003,2021-10-05
75,Ollas,Utensilios,26,34.04,885.04,2022-09-02
76,Sartén,Utensilios,6,8.64,51.84,2021-08-13
77,Tomates,Vegetales,11,37.19,409.09,2022-11-13
78,Tabla,Utensilios,70,0.69,48.3,2021-08-07
79,Zanahorias,Vegetales,57,23.26,1325.8200000000002,2022-04-13
80,Tabla,Utensilios,3,34.09,102.27000000000001,2021-12-21
81,Bananas,Frutas,12,39.36,472.32,2021-03-14
82,Cucharas,Utensilios,83,1.13,93.78999999999999,2023-04-04
83,Cuchillo,Utensilios,20,17.47,349.4,2021-11-25
84,Lechugas,Vegetales,22,25.21,554.62,2023-01-13
85,Cebollas,Vegetales,88,9.35,822.8,2022-06-12
86,Guantes,Otros,24,31.91,765.84,2022-01-19
87,Peras,Frutas,55,28.29,1555.95,2023-04-09
88,Mandarinas,Frutas,15,21.83,327.45,2023-10-16
89,Frutillas,Frutas,88,10.36,911.68,2022-05-02
90,Tomates,Vegetales,40,9.19,367.59999999999997,2022-06-04
91,Naranjas,Frutas,25,21.96,549.0,2021-07-25
92,Papas,Vegetales,47,24.22,1138.34,2021-07-16
93,Frutillas,Frutas,32,33.77,1080.64,2023-04-16
94,Papas,Vegetales,91,7.84,713.4399999999999,2021-12-15
95,Manzanas,Frutas,14,33.21,464.94,2022-01-11
96,Tenedores,Utensilios,3,23.21,69.63,2022-10-19
97,Ollas,Utensilios,57,27.57,1571.49,2022-04-15
98,Zanahorias,Vegetales,45,20.53,923.85,2023-04-22
99,Frutillas,Frutas,73,37.04,2703.92,2022-06-01
100,Botellas,Otros,15,6.79,101.85,2022-12-01
101,Manzanas,Frutas,73,22.14,1616.22,2023-06-14
102,Manzanas,Frutas,19,26.7,507.3,2021-08-24
103,Morrón,Vegetales,59,36.01,2124.5899999999997,2021-12-15
104,Ollas,Utensilios,57,0.6,34.199999999999996,2021-06-09
105,Tuppers,Otros,100,28.58,2858.0,2022-09-01
106,Lechugas,Vegetales,70,4.33,303.1,2022-01-06
107,Lechugas,Vegetales,35,12.49,437.15000000000003,2021-08-13
108,Lechugas,Vegetales,81,17.9,1449.8999999999999,2021-01-01
109,Zapallitos,Vegetales,34,35.35,1201.9,2022-06-15
110,Naranjas,Frutas,31,36.63,1135.53,2021-02-02
111,Manzanas,Frutas,59,24.54,1447.86,2022-10-04
112,Botellas,Otros,30,29.23,876.9,2021-05-21
113,Papas,Vegetales,45,22.43,1009.35,2021-12-29
114,Tomates,Vegetales,91,5.83,530.53,2021-11-11
115,Botellas,Otros,53,2.66,140.98000000000002,2021-03-08
116,Sartén,Utensilios,26,32.93,856.18,2021-02-27
117,Delantal,Otros,13,29.87,388.31,2021-10-19
118,Ollas,Utensilios,38,25.63,973.9399999999999,2023-03-20
119,Morrón,Vegetales,29,39.04,1132.16,2021-12-29
120,Naranjas,Frutas,69,26.46,1825.74,2023-08-19
121,Tuppers,Otros,78,19.45,1517.1,2023-03-29
122,Ollas,Utensilios,7,13.52,94.64,2022-10-08
123,Zanahorias,Vegetales,16,20.49,327.84,2021-02-04
124,Peras,Frutas,71,13.96,991.1600000000001,2023-06-11
125,Mandarinas,Frutas,60,4.52,271.2,2021-10-27
126,Tabla,Utensilios,47,11.94,561.18,2021-08-24
127,Delantal,Otros,7,9.75,68.25,2022-06-24
128,Tabla,Utensilios,42,4.53,190.26000000000002,2021-08-01
129,Peras,Frutas,37,7.17,265.29,2022-04-23
130,Kiwis,Frutas,21,25.41,533.61,2023-07-27
131,Delantal,Otros,63,36.29,2286.27,2022-08-24
132,Sartén,Utensilios,61,15.73,959.53,2023-08-09
133,Cucharas,Utensilios,11,25.6,281.6,2023-09-27
134,Guantes,Otros,91,21.56,1961.9599999999998,2023-04-12
135,Ollas,Utensilios,69,3.98,274.62,2021-02-10
136,Delantal,Otros,2,3.05,6.1,2022-01-30
137,Tomates,Vegetales,79,6.68,527.72,2021-12-18
138,Cebollas,Vegetales,85,8.06,685.1,2021-07-01
139,Tabla,Utensilios,72,26.62,1916.64,2021-02-03
140,Peras,Frutas,68,5.32,361.76,2021-06-09
141,Sartén,Utensilios,52,36.47,1896.44,2023-02-20
142,Sartén,Utensilios,2,32.91,65.82,2023-07-20
143,Morrón,Vegetales,84,24.3,2041.2,2022-07-09
144,Bananas,Frutas,100,31.68,3168.0,2022-07-27
145,Cebollas,Vegetales,66,25.2,1663.2,2021-09-17
146,Botellas,Otros,78,20.01,1560.7800000000002,2021-09-20
147,Sartén,Utensilios,51,8.13,414.63000000000005,2023-02-22
148,Cebollas,Vegetales,35,29.15,1020.25,2022-07-07
149,Botellas,Otros,69,9.37,646.53,2021-03-26
150,Tuppers,Otros,27,11.61,313.46999999999997,2023-06-20
151,Tabla,Utensilios,82,38.78,3179.96,2021-02-18
152,Tenedores,Utensilios,56,4.27,239.11999999999998,2023-05-04
153,Tomates,Vegetales,13,15.24,198.12,2022-09-12
154,Botellas,Otros,15,1.57,23.55,2022-04-21
155,Papas,Vegetales,19,19.85,377.15000000000003,2022-04-17
156,Sartén,Utensilios,94,30.27,2845.38,2022-02-18
157,Tenedores,Utensilios,24,33.65,807.5999999999999,2022-05-31
158,Tabla,Utensilios,66,3.13,206.57999999999998,2023-07-16
159,Peras,Frutas,52,39.62,2060.24,2023-02-09
160,Papas,Vegetales,38,14.43,548.34,2023-03-11
161,Cucharas,Utensilios,5,16.63,83.14999999999999,2022-01-12
162,Manzanas,Frutas,91,7.49,681.59,2022-09-26
163,Guantes,Otros,30,2.84,85.19999999999999,2022-11-03
164,Lechugas,Vegetales,10,22.47,224.7,2022-01-09
165,Delantal,Otros,68,8.04,546.7199999999999,2023-01-16
166,Tuppers,Otros,89,6.48,576.72,2023-12-12
167,Tenedores,Utensilios,48,38.07,1827.3600000000001,2023-01-05
168,Guantes,Otros,86,36.84,3168.2400000000002,2021-03-27
169,Morrón,Vegetales,96,34.31,3293.76,2021-07-02
170,Cebollas,Vegetales,17,16.6,282.20000000000005,2022-11-24
171,Zanahorias,Vegetales,40,12.19,487.59999999999997,2023-09-11
172,Zapallitos,Vegetales,16,8.25,132.0,2021-05-06
173,Naranjas,Frutas,23,15.23,350.29,2023-09-07
174,Papas,Vegetales,80,3.98,318.4,2023-04-09
175,Guantes,Otros,13,17.08,222.03999999999996,2023-08-19
176,Frutillas,Frutas,72,26.41,1901.52,2022-07-14
177,Delantal,Otros,5,1.1,5.5,2023-02-09
178,Zanahorias,Vegetales,66,14.34,946.4399999999999,2021-01-09
179,Guantes,Otros,37,34.91,1291.6699999999998,2023-03-19
180,Naranjas,Frutas,4,6.06,24.24,2021-03-14
181,Mandarinas,Frutas,100,10.42,1042.0,2023-02-08
182,Sartén,Utensilios,30,23.75,712.5,2021-01-23
183,Bananas,Frutas,59,4.14,244.26,2021-03-22
184,Tomates,Vegetales,81,3.17,256.77,2023-11-07
185,Manzanas,Frutas,53,32.72,1734.1599999999999,2023-11-24
186,Zapallitos,Vegetales,40,12.01,480.4,2021-12-10
187,Peras,Frutas,69,5.6,386.4,2022-06-18
188,Peras,Frutas,33,3.88,128.04,2021-08-16
189,Delantal,Otros,16,6.99,111.84,2021-06-15
190,Botellas,Otros,89,2.25,200.25,2023-05-19
191,Cebollas,Vegetales,52,2.63,136.76,2022-05-21
192,Peras,Frutas,95,24.63,2339.85,2021-05-16
193,Cucharas,Utensilios,51,15.66,798.66,2023-02-26
194,Sartén,Utensilios,38,23.52,893.76,2023-11-29
195,Tuppers,Otros,50,8.93,446.5,2021-06-07
196,Cebollas,Vegetales,88,21.01,1848.88,2021-07-20
197,Tuppers,Otros,32,18.53,592.96,2021-03-03
198,Sartén,Utensilios,35,7.81,273.34999999999997,2021-02-18
199,Morrón,Vegetales,17,3.85,65.45,2023-01-16
200,Guantes,Otros,68,31.73,2157.64,2021-12-13
201,Mandarinas,Frutas,88,21.16,1862.08,2023-11-26
202,Bananas,Frutas,73,8.19,597.87,2022-02-03
203,Frutillas,Frutas,7,12.63,88.41000000000001,2022-07-09
204,Delantal,Otros,39,26.14,1019.46,2023-09-20
205,Tuppers,Otros,86,10.54,906.4399999999999,2022-08-14
206,Cuchillo,Utensilios,41,1.75,71.75,2021-08-01
207,Lechugas,Vegetales,18,27.04,486.71999999999997,2022-11-19
208,Tabla,Utensilios,71,22.64,1607.44,2021-12-02
209,Tabla,Utensilios,21,12.65,265.65000000000003,2021-09-15
210,Cuchillo,Utensilios,17,29.6,503.20000000000005,2022-03-16
211,Manzanas,Frutas,96,9.22,885.1200000000001,2023-05-08
212,Sartén,Utensilios,78,33.65,2624.7,2023-01-18
213,Cucharas,Utensilios,58,4.08,236.64000000000001,2022-02-07
214,Ollas,Utensilios,77,27.25,2098.25,2023-01-18
215,Tabla,Utensilios,29,5.13,148.77,2023-08-12
216,Tabla,Utensilios,59,25.92,1529.2800000000002,2023-03-14
217,Manzanas,Frutas,24,16.07,385.68,2023-05-23
218,Mandarinas,Frutas,28,2.61,73.08,2023-07-01
219,Kiwis,Frutas,27,1.91,51.57,2023-05-02
220,Tomates,Vegetales,97,29.76,2886.7200000000003,2022-01-28
221,Lechugas,Vegetales,23,24.53,564.19,2023-10-19
222,Delantal,Otros,30,1.69,50.699999999999996,2022-04-19
223,Cebollas,Vegetales,56,37.7,2111.2000000000003,2022-02-17
224,Morrón,Vegetales,54,25.88,1397.52,2022-02-21
225,Guantes,Otros,65,33.81,2197.65,2021-02-13
226,Botellas,Otros,99,34.56,3421.44,2022-03-19
227,Bananas,Frutas,27,38.34,1035.18,2021-08-15
228,Guantes,Otros,2,14.59,29.18,2023-06-06
229,Manzanas,Frutas,94,8.62,810.28,2021-10-14
230,Tabla,Utensilios,16,30.53,488.48,2021-12-04
231,Botellas,Otros,34,7.67,260.78,2023-07-25
232,Delantal,Otros,80,8.4,672.0,2021-06-12
233,Cebollas,Vegetales,55,13.83,760.65,2023-05-22
234,Botellas,Otros,82,35.29,2893.7799999999997,2022-01-01
235,Manzanas,Frutas,81,9.15,741.15,2021-02-25
236,Tabla,Utensilios,77,2.18,167.86,2021-01-26
237,Cucharas,Utensilios,100,39.81,3981.0,2023-08-19
238,Sartén,Utensilios,12,16.14,193.68,2023-02-24
239,Kiwis,Frutas,86,28.64,2463.04,2023-04-21
240,Tomates,Vegetales,95,22.53,2140.35,2022-07-09
241,Frutillas,Frutas,3,18.1,54.300000000000004,2021-08-19
242,Cucharas,Utensilios,70,6.71,469.7,2022-03-24
243,Naranjas,Frutas,60,1.78,106.8,2023-03-16
244,Bananas,Frutas,43,10.95,470.84999999999997,2021-09-11
245,Mandarinas,Frutas,64,21.79,1394.56,2021-06-02
246,Zapallitos,Vegetales,77,19.45,1497.6499999999999,2022-12-14
247,Cebollas,Vegetales,62,33.16,2055.9199999999996,2021-11-14
248,Sartén,Utensilios,90,20.72,1864.8,2021-06-30
249,Tomates,Vegetales,95,38.88,3693.6000000000004,2021-10-13
250,Frutillas,Frutas,92,8.55,786.6,2021-08-24
251,Ollas,Utensilios,43,7.82,336.26,2023-09-21
252,Sartén,Utensilios,87,19.31,1679.9699999999998,2022-01-23
253,Kiwis,Frutas,68,8.34,567.12,2023-07-27
254,Tuppers,Otros,14,24.42,341.88,2022-03-28
255,Lechugas,Vegetales,14,37.38,523.32,2022-10-13
256,Botellas,Otros,48,23.16,1111.68,2021-01-25
257,Naranjas,Frutas,44,29.5,1298.0,2021-10-31
258,Guantes,Otros,37,17.07,631.59,2022-03-27
259,Lechugas,Vegetales,76,31.04,2359.04,2022-09-13
260,Botellas,Otros,8,0.53,4.24,2022-12-17
261,Tomates,Vegetales,76,17.85,1356.6000000000001,2023-06-21
262,Delantal,Otros,74,4.62,341.88,2021-12-11
263,Bananas,Frutas,11,26.89,295.79,2023-05-14
264,Tomates,Vegetales,100,4.76,476.0,2021-03-20
265,Mandarinas,Frutas,10,3.59,35.9,2023-08-27
266,Tuppers,Otros,80,3.34,267.2,2022-08-11
267,Delantal,Otros,80,0.13,10.4,2021-02-09
268,Papas,Vegetales,100,37.44,3744.0,2022-01-06
269,Ollas,Utensilios,68,27.64,1879.52,2022-01-27
270,Guantes,Otros,75,20.58,1543.4999999999998,2021-09-06
271,Tuppers,Otros,62,4.68,290.15999999999997,2022-05-06
272,Delantal,Otros,23,0.79,18.17,2021-06-21
273,Tabla,Utensilios,74,14.4,1065.6000000000001,2021-06-25
274,Tenedores,Utensilios,38,31.74,1206.12,2023-08-20
275,Botellas,Otros,76,13.2,1003.1999999999999,2021-06-21
276,Tuppers,Otros,69,26.53,1830.5700000000002,2021-06-21
277,Tuppers,Otros,29,4.97,144.13,2023-07-01
278,Cucharas,Utensilios,56,25.88,1449.28,2021-06-17
279,Ollas,Utensilios,17,2.09,35.53,2022-03-22
280,Botellas,Otros,36,7.41,266.76,2021-01-24
281,Tabla,Utensilios,21,34.52,724.9200000000001,2022-03-18
282,Cebollas,Vegetales,54,12.26,662.04,2021-03-21
283,Botellas,Otros,41,5.03,206.23000000000002,2022-05-03
284,Cebollas,Vegetales,75,21.91,1643.25,2021-06-09
285,Papas,Vegetales,98,18.77,1839.46,2022-11-24
286,Papas,Vegetales,75,31.89,2391.75,2021-11-10
287,Tenedores,Utensilios,65,13.81,897.65,2021-01-30
288,Tenedores,Utensilios,21,21.12,443.52000000000004,2021-07-03
289,Delantal,Otros,76,29.07,2209.32,2022-12-08
290,Botellas,Otros,70,17.34,1213.8,2022-06-29
291,Botellas,Otros,62,30.23,1874.26,2023-06-14
292,Cucharas,Utensilios,43,12.13,521.59,2022-11-18
293,Cucharas,Utensilios,5,9.63,48.150000000000006,2023-08-30
294,Guantes,Otros,80,5.69,455.20000000000005,2023-09-24
295,Zanahorias,Vegetales,70,15.11,1057.7,2021-09-10
296,Bananas,Frutas,62,30.54,1893.48,2023-03-31
297,Delantal,Otros,91,21.29,1937.3899999999999,2023-07-26
298,Cucharas,Utensilios,54,12.17,657.18,2021-08-25
299,Guantes,Otros,86,6.42,552.12,2022-12-07
300,Cucharas,Utensilios,95,19.11,1815.45,2022-11-04
301,Mandarinas,Frutas,29,16.54,479.65999999999997,2021-07-27
302,Mandarinas,Frutas,36,28.65,1031.3999999999999,2021-11-27
303,Tuppers,Otros,5,25.78,128.9,2023-05-20
304,Guantes,Otros,15,23.51,352.65000000000003,2023-10-17
305,Naranjas,Frutas,54,33.0,1782.0,2022-02-21
306,Sartén,Utensilios,43,35.75,1537.25,2023-08-03
307,Tuppers,Otros,24,30.32,727.6800000000001,2022-08-06
308,Tenedores,Utensilios,90,38.28,3445.2000000000003,2022-09-02
309,Botellas,Otros,1,11.53,11.53,2023-01-27
310,Naranjas,Frutas,56,7.01,392.56,2022-02-13
311,Ollas,Utensilios,96,17.0,1632.0,2021-07-15
312,Tomates,Vegetales,93,4.08,379.44,2022-11-14
313,Manzanas,Frutas,63,13.15,828.45,2022-08-10
314,Cuchillo,Utensilios,79,37.94,2997.2599999999998,2022-02-04
315,Manzanas,Frutas,56,3.17,177.51999999999998,2022-09-09
316,Naranjas,Frutas,88,1.04,91.52000000000001,2022-01-30
317,Cebollas,Vegetales,81,27.87,2257.4700000000003,2022-02-14
318,Zapallitos,Vegetales,27,18.27,493.28999999999996,2021-08-04
319,Manzanas,Frutas,27,39.08,1055.1599999999999,2021-12-31
320,Cuchillo,Utensilios,81,6.82,552.4200000000001,2022-07-03
321,Frutillas,Frutas,86,24.89,2140.54,2023-08-02
322,Tomates,Vegetales,6,4.28,25.68,2023-11-08
323,Guantes,Otros,76,9.0,684.0,2021-03-07
324,Ollas,Utensilios,82,23.47,1924.54,2021-05-22
325,Lechugas,Vegetales,30,3.5,105.0,2023-11-17
326,Botellas,Otros,97,33.76,3274.72,2023-06-03
327,Zapallitos,Vegetales,71,29.19,2072.4900000000002,2023-04-25
328,Delantal,Otros,83,3.3,273.9,2021-07-31
329,Guantes,Otros,16,19.31,308.96,2022-05-06
330,Naranjas,Frutas,30,8.37,251.09999999999997,2021-08-04
331,Naranjas,Frutas,35,33.97,1188.95,2022-11-16
332,Mandarinas,Frutas,59,38.12,2249.08,2022-01-07
333,Papas,Vegetales,56,20.24,1133.4399999999998,2023-12-20
334,Delantal,Otros,68,8.45,574.5999999999999,2022-01-14
335,Ollas,Utensilios,29,27.31,791.99,2021-01-22
336,Cucharas,Utensilios,67,0.91,60.97,2021-01-09
337,Ollas,Utensilios,41,24.71,1013.11,2023-08-11
338,Tomates,Vegetales,31,21.61,669.91,2023-05-28
339,Morrón,Vegetales,38,18.57,705.66,2023-05-21
340,Tuppers,Otros,36,5.04,181.44,2022-07-30
341,Bananas,Frutas,46,1.95,89.7,2023-01-26
342,Peras,Frutas,1,32.24,32.24,2023-09-14
343,Naranjas,Frutas,100,31.89,3189.0,2021-09-07
344,Zapallitos,Vegetales,91,28.93,2632.63,2022-10-23
345,Kiwis,Frutas,2,19.83,39.66,2021-09-21
346,Botellas,Otros,26,4.35,113.1,2021-01-02
347,Cucharas,Utensilios,63,28.82,1815.66,2023-07-25
348,Cebollas,Vegetales,61,32.66,1992.2599999999998,2022-03-18
349,Papas,Vegetales,56,6.43,360.08,2021-10-07
350,Zapallitos,Vegetales,26,3.82,99.32,2023-01-31
351,Tuppers,Otros,79,24.85,1963.15,2022-05-28
352,Mandarinas,Frutas,43,14.23,611.89,2021-08-06
353,Botellas,Otros,27,2.61,70.47,2023-11-09
354,Tuppers,Otros,82,38.09,3123.38,2023-05-25
355,Lechugas,Vegetales,27,10.93,295.11,2021-09-22
356,Kiwis,Frutas,90,12.31,1107.9,2023-12-17
357,Bananas,Frutas,64,10.26,656.64,2021-09-24
358,Morrón,Vegetales,49,24.47,1199.03,2022-07-06
359,Ollas,Utensilios,60,18.33,1099.8,2021-09-26
360,Botellas,Otros,9,7.24,65.16,2023-03-31
361,Mandarinas,Frutas,28,29.24,818.7199999999999,2021-10-01
362,Tomates,Vegetales,61,0.48,29.279999999999998,2022-09-08
363,Tenedores,Utensilios,55,1.96,107.8,2022-06-05
364,Peras,Frutas,80,1.14,91.19999999999999,2023-06-07
365,Peras,Frutas,18,23.97,431.46,2022-08-11
366,Zanahorias,Vegetales,39,20.39,795.21,2023-02-14
367,Tomates,Vegetales,23,34.61,796.03,2023-05-08
368,Tomates,Vegetales,91,24.52,2231.32,2023-06-29
369,Ollas,Utensilios,71,14.13,1003.23,2022-09-13
370,Cebollas,Vegetales,15,27.04,405.59999999999997,2022-11-10
371,Lechugas,Vegetales,30,15.67,470.1,2022-03-05
372,Cebollas,Vegetales,12,31.83,381.96,2023-10-23
373,Tomates,Vegetales,16,36.19,579.04,2021-10-16
374,Cuchillo,Utensilios,66,28.51,1881.66,2023-06-02
375,Tomates,Vegetales,20,12.84,256.8,2023-11-29
376,Manzanas,Frutas,48,38.75,1860.0,2021-04-27
377,Tenedores,Utensilios,81,1.98,160.38,2023-07-12
378,Zapallitos,Vegetales,61,36.74,2241.1400000000003,2023-10-04
379,Naranjas,Frutas,61,17.18,1047.98,2022-05-01
380,Tabla,Utensilios,43,26.14,1124.02,2023-12-19
381,Cebollas,Vegetales,40,22.87,914.8000000000001,2022-11-12
382,Cuchillo,Utensilios,68,15.54,1056.72,2022-05-06
383,Sartén,Utensilios,2,5.91,11.82,2021-12-03
384,Botellas,Otros,91,25.88,2355.08,2021-12-31
385,Tuppers,Otros,55,10.09,554.95,2021-06-09
386,Botellas,Otros,34,7.09,241.06,2021-05-19
387,Guantes,Otros,1,32.73,32.73,2021-12-02
388,Manzanas,Frutas,92,23.35,2148.2000000000003,2021-01-13
389,Manzanas,Frutas,35,11.71,409.85,2023-05-19
390,Manzanas,Frutas,6,1.39,8.34,2021-12-16
391,Morrón,Vegetales,46,34.04,1565.84,2023-07-13
392,Tenedores,Utensilios,32,22.35,715.2,2023-08-04
393,Tuppers,Otros,52,13.59,706.68,2023-07-11
394,Bananas,Frutas,54,33.57,1812.78,2023-03-12
395,Cucharas,Utensilios,28,4.39,122.91999999999999,2022-11-16
396,Mandarinas,Frutas,96,2.85,273.6,2022-10-11
397,Peras,Frutas,70,29.86,2090.2,2021-06-18
398,Tabla,Utensilios,5,38.8,194.0,2023-12-19
399,Kiwis,Frutas,57,36.9,2103.2999999999997,2023-12-20
400,Kiwis,Frutas,54,24.29,1311.6599999999999,2021-10-25
401,Peras,Frutas,20,13.05,261.0,2022-03-15
402,Tabla,Utensilios,34,38.05,1293.6999999999998,2022-08-15
403,Manzanas,Frutas,21,38.28,803.88,2023-03-17
404,Tabla,Utensilios,7,10.55,73.85000000000001,2021-08-07
405,Tabla,Utensilios,23,3.87,89.01,2022-06-01
406,Botellas,Otros,91,28.18,2564.38,2023-04-22
407,Cuchillo,Utensilios,75,8.38,628.5000000000001,2022-01-20
408,Zapallitos,Vegetales,78,35.16,2742.4799999999996,2022-12-16
409,Ollas,Utensilios,18,25.84,465.12,2022-08-26
410,Tabla,Utensilios,63,28.4,1789.1999999999998,2023-05-19
411,Lechugas,Vegetales,11,3.47,38.17,2022-07-05
412,Tuppers,Otros,45,3.04,136.8,2021-07-02
413,Cebollas,Vegetales,19,31.79,604.01,2023-04-02
414,Botellas,Otros,14,39.67,555.38,2023-07-30
415,Lechugas,Vegetales,2,17.8,35.6,2023-08-08
416,Frutillas,Frutas,75,20.91,1568.25,2022-03-04
417,Mandarinas,Frutas,17,35.14,597.38,2022-04-17
418,Cuchillo,Utensilios,62,27.66,1714.92,2022-12-23
419,Delantal,Otros,84,15.02,1261.68,2021-06-08
420,Cuchillo,Utensilios,76,23.24,1766.2399999999998,2021-05-19
421,Tabla,Utensilios,94,37.9,3562.6,2023-02-03
422,Tomates,Vegetales,79,29.06,2295.74,2023-11-04
423,Papas,Vegetales,72,33.81,2434.32,2023-01-11
424,Zanahorias,Vegetales,30,33.67,1010.1,2023-06-27
425,Cebollas,Vegetales,38,19.52,741.76,2021-09-04
426,Cebollas,Vegetales,33,12.42,409.86,2021-03-20
427,Mandarinas,Frutas,84,24.43,2052.12,2023-01-16
428,Peras,Frutas,92,20.49,1885.08,2021-04-25
429,Tuppers,Otros,2,29.34,58.68,2021-12-22
430,Frutillas,Frutas,79,35.49,2803.71,2021-02-14
431,Tuppers,Otros,96,7.33,703.6800000000001,2021-08-13
432,Delantal,Otros,31,38.26,1186.06,2021-01-29
433,Ollas,Utensilios,52,38.59,2006.6800000000003,2021-11-03
434,Botellas,Otros,76,16.0,1216.0,2021-09-05
435,Tomates,Vegetales,40,17.67,706.8000000000001,2023-07-12
436,Cebollas,Vegetales,38,2.27,86.26,2023-03-07
437,Tuppers,Otros,77,11.39,877.0300000000001,2021-01-12
438,Frutillas,Frutas,48,27.06,1298.8799999999999,2022-01-03
439,Tuppers,Otros,60,33.15,1989.0,2021-09-24
440,Cucharas,Utensilios,100,10.98,1098.0,2022-03-04
441,Ollas,Utensilios,90,29.1,2619.0,2022-05-16
442,Cuchillo,Utensilios,17,28.81,489.77,2023-05-28
443,Naranjas,Frutas,98,37.54,3678.92,2021-11-01
444,Naranjas,Frutas,48,31.81,1526.8799999999999,2023-11-08
